bid_id,tender_id,vendor_id,bid_amount_inr,submission_timestamp,bid_status,disqualification_reason,technical_score,financial_score,is_winner
B0590,T105,V048,59574472,2023-06-08 03:30:00,QUALIFIED,,77.1,76.7,False
B0591,T105,V035,67922616,2023-06-02 03:30:00,QUALIFIED,,78.2,82.3,False
B0592,T105,V018,63240539,2023-06-15 20:30:00,QUALIFIED,,84.7,89.8,False
B0593,T105,V027,63094236,2023-06-21 03:30:00,QUALIFIED,,83.2,83.6,False
B0594,T106,V048,33763373,2023-06-20 20:30:00,QUALIFIED,,83.2,94.0,True
B0595,T106,V003,40849941,2023-06-24 03:30:00,QUALIFIED,,86.5,73.1,False
B0596,T106,V013,37552314,2023-06-15 00:30:00,QUALIFIED,,76.1,86.7,False
B0597,T106,V030,41118534,2023-06-18 21:30:00,QUALIFIED,,78.5,76.9,False
B0598,T106,V050,34931668,2023-06-19 03:30:00,QUALIFIED,,87.2,87.3,False
B0599,T107,V004,24769443,2023-06-21 22:30:00,QUALIFIED,,95.6,89.7,True
B0600,T107,V023,30033204,2023-06-15 00:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.3,0.0,False
B0601,T107,V042,29855436,2023-06-21 03:30:00,QUALIFIED,,84.2,77.4,False
B0602,T107,V010,29704841,2023-06-23 01:30:00,QUALIFIED,,81.8,81.7,False
B0603,T108,V050,158745526,2023-06-27 22:30:00,QUALIFIED,,80.0,88.0,False
B0604,T108,V041,156543623,2023-06-10 21:30:00,QUALIFIED,,89.3,89.1,False
B0605,T108,V033,141814538,2023-06-18 22:30:00,QUALIFIED,,81.8,72.4,False
B0606,T108,V025,156561200,2023-06-27 01:30:00,QUALIFIED,,75.7,72.7,False
B0607,T108,V001,132246994,2023-06-26 21:30:00,QUALIFIED,,88.8,83.1,True
B0608,T109,V006,103249233,2023-06-07 03:30:00,QUALIFIED,,80.6,71.0,False
B0609,T109,V030,97165564,2023-06-20 02:30:00,QUALIFIED,,95.2,72.4,False
B0610,T109,V041,110502516,2023-06-11 21:30:00,QUALIFIED,,86.1,76.2,False
B0611,T109,V004,108468786,2023-06-23 21:30:00,QUALIFIED,,91.1,84.4,False
B0612,T109,V024,109470254,2023-06-06 21:30:00,QUALIFIED,,78.5,74.5,False
B0613,T109,V036,103910974,2023-06-19 01:30:00,QUALIFIED,,87.6,93.3,False
B0614,T109,V027,97992643,2023-06-11 22:30:00,QUALIFIED,,92.7,80.3,True
B0615,T110,V042,22558975,2023-07-07 03:30:00,QUALIFIED,,92.0,94.0,True
B0616,T110,V039,24654617,2023-06-28 03:30:00,QUALIFIED,,86.5,82.0,False
B0617,T110,V047,25517529,2023-06-21 01:30:00,QUALIFIED,,88.0,84.0,False
B0618,T110,V049,26380440,2023-06-08 23:30:00,QUALIFIED,,89.5,86.0,False
B0619,T110,V031,27243352,2023-07-06 23:30:00,QUALIFIED,,91.0,88.0,False
B0620,T111,V010,9243808,2023-06-22 02:30:00,QUALIFIED,,87.0,75.4,False
B0621,T111,V009,8357216,2023-06-20 20:30:00,QUALIFIED,,78.6,90.6,True
B0622,T111,V017,10052044,2023-07-04 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,61.3,0.0,False
B0623,T111,V024,9477507,2023-07-07 22:30:00,QUALIFIED,,92.2,80.4,False
B0624,T111,V038,10384469,2023-06-27 03:30:00,QUALIFIED,,88.3,71.4,False
B0625,T111,V016,9743911,2023-06-21 01:30:00,QUALIFIED,,89.7,73.8,False
B0626,T112,V009,152455647,2023-07-01 02:30:00,QUALIFIED,,83.4,80.9,True
B0627,T112,V022,176245417,2023-06-15 01:30:00,QUALIFIED,,79.2,79.9,False
B0628,T112,V006,172113775,2023-06-22 00:30:00,QUALIFIED,,80.6,80.8,False
B0629,T112,V031,175816627,2023-06-21 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.8,0.0,False
B0630,T112,V037,165385628,2023-07-02 22:30:00,QUALIFIED,,88.8,89.2,False
B0631,T113,V008,47493493,2023-06-13 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,59.7,0.0,False
B0632,T113,V048,38331752,2023-06-25 20:30:00,QUALIFIED,,75.5,75.2,True
B0633,T113,V004,44672695,2023-07-03 23:30:00,QUALIFIED,,88.1,94.8,False
B0634,T113,V016,46012241,2023-06-19 03:30:00,QUALIFIED,,94.0,83.2,False
B0635,T114,V025,51150372,2023-06-21 00:30:00,QUALIFIED,,95.6,82.7,True
B0636,T114,V043,62075029,2023-06-24 20:30:00,QUALIFIED,,86.2,74.7,False
B0637,T114,V018,59676363,2023-06-16 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,62.9,0.0,False
B0638,T114,V024,57430479,2023-06-13 21:30:00,QUALIFIED,,75.4,87.1,False
B0639,T115,V018,144147845,2023-06-17 00:30:00,QUALIFIED,,87.0,80.7,False
B0640,T115,V015,138395561,2023-06-18 22:30:00,QUALIFIED,,77.8,86.3,False
B0641,T115,V010,145813128,2023-06-17 00:30:00,QUALIFIED,,81.5,87.6,False
B0642,T115,V022,144233097,2023-07-03 21:30:00,QUALIFIED,,95.5,73.6,False
B0643,T115,V026,155532085,2023-07-02 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,57.5,0.0,False
B0644,T115,V043,149634724,2023-07-02 22:30:00,QUALIFIED,,78.1,70.7,False
B0645,T115,V009,126387439,2023-06-24 21:30:00,QUALIFIED,,81.4,88.6,True
B0646,T115,V006,152458142,2023-06-17 23:30:00,QUALIFIED,,78.9,73.3,False
B0647,T116,V006,168545939,2023-07-03 01:30:00,QUALIFIED,,85.3,73.4,False
B0648,T116,V045,152390273,2023-07-12 21:30:00,QUALIFIED,,75.3,76.7,False
B0649,T116,V031,159234989,2023-06-21 00:30:00,QUALIFIED,,76.4,93.2,False
B0650,T116,V009,150863998,2023-06-16 20:30:00,QUALIFIED,,89.4,91.7,True
B0651,T116,V033,174013628,2023-06-30 21:30:00,QUALIFIED,,87.8,90.6,False
B0652,T116,V039,168800744,2023-07-02 03:30:00,QUALIFIED,,84.5,90.7,False
B0653,T117,V050,172174704,2023-06-21 01:30:00,QUALIFIED,,88.6,72.3,False
B0654,T117,V019,159355132,2023-07-08 01:30:00,QUALIFIED,,81.8,70.6,False
B0655,T117,V030,157915692,2023-06-21 00:30:00,QUALIFIED,,76.9,78.1,False
B0656,T117,V011,163887557,2023-06-21 01:30:00,QUALIFIED,,77.6,72.9,False
B0657,T117,V028,141862038,2023-07-02 02:30:00,QUALIFIED,,86.0,79.6,True
B0658,T117,V049,168253647,2023-06-27 01:30:00,QUALIFIED,,83.0,89.2,False
B0659,T118,V041,46256646,2023-07-11 20:30:00,QUALIFIED,,85.5,90.2,False
B0660,T118,V012,44924383,2023-06-27 00:30:00,QUALIFIED,,88.8,81.3,False
B0661,T118,V008,43518515,2023-06-23 03:30:00,QUALIFIED,,86.5,85.5,False
B0662,T118,V009,44497522,2023-07-06 03:30:00,QUALIFIED,,76.2,78.7,False
B0663,T118,V013,38154947,2023-07-10 23:30:00,QUALIFIED,,82.0,72.2,True
B0664,T118,V001,40700257,2023-07-07 01:30:00,QUALIFIED,,87.8,87.3,False
B0665,T119,V049,164344154,2023-07-11 23:30:00,QUALIFIED,,83.7,75.2,False
B0666,T119,V028,156024446,2023-07-14 02:30:00,QUALIFIED,,95.6,83.2,False
B0667,T119,V036,142548985,2023-06-21 23:30:00,QUALIFIED,,84.0,91.2,True
B0668,T119,V005,157632954,2023-06-26 22:30:00,QUALIFIED,,87.9,82.4,False
B0669,T120,V044,18824633,2023-07-18 00:30:00,QUALIFIED,,92.0,94.0,True
B0670,T120,V026,20573369,2023-06-28 21:30:00,QUALIFIED,,86.5,82.0,False
B0671,T120,V017,21293437,2023-07-22 22:30:00,QUALIFIED,,88.0,84.0,False
B0672,T120,V047,22013505,2023-07-03 00:30:00,QUALIFIED,,89.5,86.0,False
B0673,T120,V038,22733573,2023-07-25 00:30:00,QUALIFIED,,91.0,88.0,False
B0674,T121,V022,84291652,2023-07-05 20:30:00,QUALIFIED,,91.7,86.1,False
B0675,T121,V026,79961386,2023-06-25 20:30:00,QUALIFIED,,93.7,83.4,True
B0676,T121,V047,86721773,2023-07-03 03:30:00,QUALIFIED,,81.3,88.1,False
B0677,T121,V037,86384077,2023-06-29 03:30:00,QUALIFIED,,89.4,90.0,False
B0678,T121,V040,96244939,2023-07-05 02:30:00,QUALIFIED,,80.9,70.8,False
B0679,T121,V002,97891313,2023-06-26 01:30:00,QUALIFIED,,83.2,84.9,False
B0680,T122,V020,11360400,2023-07-11 02:30:00,QUALIFIED,,75.5,82.1,False
B0681,T122,V014,12469870,2023-07-10 22:30:00,QUALIFIED,,90.4,83.1,False
B0682,T122,V034,13130475,2023-07-13 02:30:00,QUALIFIED,,94.7,86.9,False
B0683,T122,V050,11588985,2023-06-24 03:30:00,QUALIFIED,,90.0,83.1,False
B0684,T122,V012,11280582,2023-07-16 02:30:00,QUALIFIED,,93.7,72.6,False
B0685,T122,V008,13108047,2023-06-23 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,60.6,0.0,False
B0686,T122,V024,11284012,2023-07-10 22:30:00,QUALIFIED,,79.2,77.2,True
B0687,T123,V033,86556660,2023-07-07 00:30:00,QUALIFIED,,81.5,92.3,False
B0688,T123,V007,80380031,2023-07-15 01:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,62.6,0.0,False
B0689,T123,V014,68563709,2023-07-04 03:30:00,QUALIFIED,,76.8,79.8,True
B0690,T123,V035,82897007,2023-06-27 20:30:00,QUALIFIED,,81.6,90.4,False
B0691,T123,V023,83023102,2023-06-25 02:30:00,QUALIFIED,,90.9,81.6,False
B0692,T123,V036,74110131,2023-07-02 02:30:00,QUALIFIED,,89.4,87.8,False
B0693,T123,V021,79226911,2023-07-09 00:30:00,QUALIFIED,,93.8,76.5,False
B0694,T123,V018,77663244,2023-07-10 22:30:00,QUALIFIED,,93.5,81.3,False
B0695,T124,V009,144986105,2023-07-06 20:30:00,QUALIFIED,,83.7,85.5,False
B0696,T124,V033,123254379,2023-07-08 21:30:00,QUALIFIED,,76.4,75.2,True
B0697,T124,V007,142389361,2023-07-10 21:30:00,QUALIFIED,,82.2,87.4,False
B0698,T124,V026,128636971,2023-07-03 02:30:00,QUALIFIED,,90.0,90.9,False
B0699,T124,V046,127085789,2023-07-04 20:30:00,QUALIFIED,,77.1,81.1,False
B0700,T124,V048,132199313,2023-07-12 02:30:00,QUALIFIED,,89.4,84.9,False
B0701,T124,V021,145710313,2023-07-13 20:30:00,QUALIFIED,,76.3,75.4,False
B0702,T124,V036,127735005,2023-07-06 03:30:00,QUALIFIED,,88.9,81.3,False
B0703,T125,V006,65194059,2023-07-25 22:30:00,QUALIFIED,,95.3,70.0,False
B0704,T125,V038,54879340,2023-07-16 02:30:00,QUALIFIED,,93.1,91.6,True
B0705,T125,V001,57946529,2023-07-04 21:30:00,QUALIFIED,,89.9,80.2,False
B0706,T125,V040,60294204,2023-07-21 01:30:00,QUALIFIED,,79.0,79.6,False
B0707,T125,V033,66039166,2023-06-30 21:30:00,QUALIFIED,,95.9,86.8,False
B0708,T125,V026,56761076,2023-07-25 03:30:00,QUALIFIED,,93.6,86.4,False
B0709,T126,V040,41018175,2023-07-21 01:30:00,QUALIFIED,,75.2,82.5,False
B0710,T126,V012,43810945,2023-07-05 23:30:00,QUALIFIED,,86.5,79.2,False
B0711,T126,V030,45806065,2023-07-09 20:30:00,QUALIFIED,,77.4,82.0,False
B0712,T126,V033,43484910,2023-07-23 23:30:00,QUALIFIED,,76.6,92.2,False
B0713,T126,V028,38628191,2023-07-13 02:30:00,QUALIFIED,,86.3,84.5,False
B0714,T126,V036,42860058,2023-06-29 22:30:00,QUALIFIED,,75.2,81.4,False
B0715,T126,V029,45223805,2023-07-09 22:30:00,QUALIFIED,,95.2,90.0,False
B0716,T126,V001,36831171,2023-07-26 23:30:00,QUALIFIED,,90.3,84.1,True
B0717,T127,V033,17290553,2023-07-02 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,51.6,0.0,False
B0718,T127,V005,16921350,2023-07-12 01:30:00,QUALIFIED,,82.8,74.4,False
B0719,T127,V018,19031615,2023-07-22 20:30:00,QUALIFIED,,86.1,70.8,False
B0720,T127,V017,19731238,2023-07-26 01:30:00,QUALIFIED,,90.8,80.3,False
B0721,T127,V009,15979418,2023-07-08 20:30:00,QUALIFIED,,90.2,74.2,True
B0722,T128,V020,179074433,2023-07-17 01:30:00,QUALIFIED,,84.1,77.2,False
B0723,T128,V031,193401545,2023-07-12 22:30:00,QUALIFIED,,89.3,71.0,False
B0724,T128,V048,197637462,2023-07-04 22:30:00,QUALIFIED,,84.1,93.0,False
B0725,T128,V035,195549235,2023-07-14 23:30:00,QUALIFIED,,77.1,86.4,False
B0726,T128,V015,179112543,2023-07-04 00:30:00,QUALIFIED,,87.4,74.9,False
B0727,T128,V025,161304168,2023-07-03 01:30:00,QUALIFIED,,81.6,70.3,True
B0728,T128,V044,165649513,2023-07-23 03:30:00,QUALIFIED,,86.0,87.1,False
B0729,T129,V039,53447167,2023-07-06 01:30:00,QUALIFIED,,89.6,76.3,False
B0730,T129,V041,57176903,2023-07-21 20:30:00,QUALIFIED,,80.8,80.7,False
B0731,T129,V008,62006450,2023-07-13 23:30:00,QUALIFIED,,76.6,89.4,False
B0732,T129,V046,56245637,2023-07-14 03:30:00,QUALIFIED,,92.1,74.4,False
B0733,T129,V006,49550342,2023-07-17 21:30:00,QUALIFIED,,78.7,82.3,True
B0734,T130,V048,14301722,2023-07-07 01:30:00,QUALIFIED,,92.0,94.0,True
B0735,T130,V035,15630297,2023-08-07 03:30:00,QUALIFIED,,86.5,82.0,False
B0736,T130,V044,16177357,2023-07-13 23:30:00,QUALIFIED,,88.0,84.0,False
B0737,T130,V017,16724418,2023-07-28 22:30:00,QUALIFIED,,89.5,86.0,False
B0738,T130,V049,17271478,2023-07-13 03:30:00,QUALIFIED,,91.0,88.0,False
B0739,T131,V037,122979228,2023-07-11 02:30:00,QUALIFIED,,92.9,78.5,False
B0740,T131,V035,133601587,2023-07-06 23:30:00,QUALIFIED,,78.7,71.0,False
B0741,T131,V023,110997448,2023-07-24 23:30:00,QUALIFIED,,89.6,92.4,True
B0742,T131,V022,128524736,2023-07-19 20:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,58.9,0.0,False
B0743,T132,V042,50741266,2023-07-24 21:30:00,QUALIFIED,,77.5,90.2,True
B0744,T132,V020,59397871,2023-07-12 01:30:00,QUALIFIED,,79.9,71.8,False
B0745,T132,V032,60151985,2023-07-11 03:30:00,QUALIFIED,,94.3,71.1,False
B0746,T132,V035,59773918,2023-07-22 03:30:00,QUALIFIED,,76.0,77.7,False
B0747,T132,V029,60796474,2023-07-12 01:30:00,QUALIFIED,,76.3,90.4,False
B0748,T132,V002,53276535,2023-07-07 00:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.8,0.0,False
B0749,T132,V003,55746193,2023-07-13 22:30:00,QUALIFIED,,89.4,83.6,False
B0750,T132,V022,55571858,2023-07-20 03:30:00,QUALIFIED,,82.0,73.0,False
B0751,T133,V050,171095614,2023-07-08 23:30:00,QUALIFIED,,92.0,89.3,False
B0752,T133,V011,143750370,2023-07-23 01:30:00,QUALIFIED,,88.4,83.1,True
B0753,T133,V002,155461224,2023-07-24 03:30:00,QUALIFIED,,90.1,85.3,False
B0754,T133,V032,145607800,2023-07-19 22:30:00,QUALIFIED,,86.7,74.8,False
B0755,T133,V006,172934454,2023-07-25 22:30:00,QUALIFIED,,95.7,82.7,False
B0756,T133,V001,157048205,2023-07-09 00:30:00,QUALIFIED,,79.1,89.9,False
B0757,T133,V045,163769846,2023-07-13 20:30:00,QUALIFIED,,89.1,71.1,False
B0758,T134,V012,127216853,2023-07-24 21:30:00,QUALIFIED,,89.2,78.1,False
B0759,T134,V011,131694054,2023-07-25 00:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,60.3,0.0,False
B0760,T134,V002,133879214,2023-07-23 00:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,58.2,0.0,False
B0761,T134,V032,114276519,2023-07-22 01:30:00,QUALIFIED,,87.8,74.5,False
B0762,T134,V033,121947587,2023-07-21 00:30:00,QUALIFIED,,95.5,75.1,False
B0763,T134,V008,116028099,2023-07-13 03:30:00,QUALIFIED,,77.3,81.6,False
B0764,T134,V005,123022939,2023-07-25 00:30:00,QUALIFIED,,87.7,89.7,False
B0765,T134,V016,113095385,2023-07-16 01:30:00,QUALIFIED,,87.1,83.8,True
B0766,T135,V016,183278797,2023-07-20 03:30:00,QUALIFIED,,75.9,94.8,False
B0767,T135,V021,176372032,2023-07-22 03:30:00,QUALIFIED,,83.3,90.2,False
B0768,T135,V028,175176754,2023-08-03 20:30:00,QUALIFIED,,76.7,88.8,False
B0769,T135,V038,175063349,2023-07-25 00:30:00,QUALIFIED,,81.2,86.2,False
B0770,T135,V015,145626180,2023-07-22 23:30:00,QUALIFIED,,78.4,81.5,True
B0771,T136,V046,121147827,2023-07-15 23:30:00,QUALIFIED,,87.9,84.4,False
B0772,T136,V041,125612937,2023-08-06 22:30:00,QUALIFIED,,76.2,93.6,False
B0773,T136,V001,137580151,2023-08-09 02:30:00,QUALIFIED,,84.8,71.0,False
B0774,T136,V049,129690348,2023-08-08 00:30:00,QUALIFIED,,82.0,83.5,False
B0775,T136,V005,120556545,2023-07-30 00:30:00,QUALIFIED,,81.7,92.4,True
B0776,T136,V025,133200673,2023-07-15 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.2,0.0,False
B0777,T136,V022,131891201,2023-08-04 20:30:00,QUALIFIED,,89.2,83.3,False
B0778,T137,V005,56183516,2023-08-03 03:30:00,QUALIFIED,,95.4,83.5,False
B0779,T137,V007,48685094,2023-07-24 21:30:00,QUALIFIED,,84.3,86.1,True
B0780,T137,V011,53969057,2023-08-12 03:30:00,QUALIFIED,,79.9,93.7,False
B0781,T137,V018,57787427,2023-07-20 22:30:00,QUALIFIED,,91.5,82.2,False
B0782,T137,V008,58016464,2023-07-13 20:30:00,QUALIFIED,,86.9,92.5,False
B0783,T137,V045,54131004,2023-07-31 00:30:00,QUALIFIED,,95.4,89.2,False
B0784,T138,V011,46486417,2023-08-03 22:30:00,QUALIFIED,,86.8,70.9,False
B0785,T138,V016,48320941,2023-08-01 01:30:00,QUALIFIED,,86.3,74.1,False
B0786,T138,V008,48172769,2023-08-11 21:30:00,QUALIFIED,,91.1,93.7,False
B0787,T138,V003,54204541,2023-08-08 03:30:00,QUALIFIED,,86.5,82.7,False
B0788,T138,V021,45353979,2023-08-02 20:30:00,QUALIFIED,,93.8,94.2,True
B0789,T139,V008,122821074,2023-07-21 00:30:00,QUALIFIED,,79.7,93.4,False
B0790,T139,V020,111453852,2023-08-09 02:30:00,QUALIFIED,,86.3,81.1,True
B0791,T139,V002,131255948,2023-08-06 21:30:00,QUALIFIED,,81.7,85.1,False
B0792,T139,V026,137898564,2023-07-18 22:30:00,QUALIFIED,,90.0,80.7,False
B0793,T139,V040,124280993,2023-08-08 23:30:00,QUALIFIED,,81.5,81.1,False
B0794,T139,V015,128555236,2023-08-02 20:30:00,QUALIFIED,,83.7,81.1,False
B0795,T139,V029,118848468,2023-07-16 21:30:00,QUALIFIED,,83.7,90.9,False
B0796,T139,V023,129456966,2023-08-05 00:30:00,QUALIFIED,,95.8,83.1,False
B0797,T140,V049,5043632,2023-08-03 23:30:00,QUALIFIED,,85.4,88.5,True
B0798,T140,V009,5197081,2023-07-19 03:30:00,QUALIFIED,,81.3,86.0,False
B0799,T140,V013,5631927,2023-08-09 23:30:00,QUALIFIED,,85.3,87.2,False
B0800,T140,V012,5218430,2023-08-09 23:30:00,QUALIFIED,,95.4,85.0,False
B0801,T140,V025,5341916,2023-07-28 21:30:00,QUALIFIED,,88.2,81.9,False
B0802,T140,V019,5692804,2023-08-09 22:30:00,QUALIFIED,,87.1,91.1,False
B0803,T140,V036,5131994,2023-08-12 01:30:00,QUALIFIED,,93.4,73.4,False
B0804,T140,V032,5132481,2023-08-04 22:30:00,QUALIFIED,,94.2,78.9,False
B0805,T141,V021,61338369,2023-08-19 01:30:00,QUALIFIED,,82.8,82.1,False
B0806,T141,V050,55974463,2023-08-09 02:30:00,QUALIFIED,,85.6,90.8,False
B0807,T141,V044,61025108,2023-08-11 21:30:00,QUALIFIED,,76.6,90.5,False
B0808,T141,V020,62449958,2023-07-19 22:30:00,QUALIFIED,,82.6,90.4,False
B0809,T141,V018,62075893,2023-07-29 01:30:00,QUALIFIED,,75.6,90.4,False
B0810,T141,V048,50406572,2023-08-10 00:30:00,QUALIFIED,,81.5,75.2,True
B0811,T141,V024,63090735,2023-07-23 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,60.8,0.0,False
B0812,T141,V007,60605629,2023-08-17 00:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,61.1,0.0,False
B0813,T142,V008,34606665,2023-07-31 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,61.8,0.0,False
B0814,T142,V039,34195448,2023-07-30 22:30:00,QUALIFIED,,78.4,82.5,True
B0815,T142,V014,38459067,2023-08-07 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,58.1,0.0,False
B0816,T142,V038,33396635,2023-08-09 00:30:00,QUALIFIED,,78.6,88.9,False
B0817,T143,V023,133747520,2023-07-20 22:30:00,QUALIFIED,,77.3,73.4,False
B0818,T143,V025,124512509,2023-07-22 23:30:00,QUALIFIED,,86.7,71.0,True
B0819,T143,V028,131666706,2023-08-10 21:30:00,QUALIFIED,,87.6,77.8,False
B0820,T143,V014,148636961,2023-07-31 00:30:00,QUALIFIED,,81.1,91.4,False
B0821,T143,V033,128018186,2023-08-11 20:30:00,QUALIFIED,,82.7,70.3,False
B0822,T144,V007,128233778,2023-08-07 02:30:00,QUALIFIED,,83.9,82.5,False
B0823,T144,V048,132347368,2023-07-25 23:30:00,QUALIFIED,,91.8,93.6,False
B0824,T144,V011,122448962,2023-07-28 21:30:00,QUALIFIED,,85.7,73.7,False
B0825,T144,V005,124835349,2023-08-15 23:30:00,QUALIFIED,,79.8,93.6,False
B0826,T144,V024,114544816,2023-07-27 03:30:00,QUALIFIED,,85.5,70.7,False
B0827,T144,V013,118162323,2023-07-30 22:30:00,QUALIFIED,,88.1,72.4,False
B0828,T144,V022,115678070,2023-07-25 20:30:00,QUALIFIED,,79.2,86.6,False
B0829,T144,V045,125697891,2023-08-10 22:30:00,QUALIFIED,,86.4,70.4,False
B0830,T144,V001,115171155,2023-08-06 02:30:00,QUALIFIED,,83.1,77.9,True
B0831,T145,V046,13208022,2023-07-25 20:30:00,QUALIFIED,,92.9,82.7,False
B0832,T145,V025,12545921,2023-07-31 21:30:00,QUALIFIED,,82.4,94.4,False
B0833,T145,V032,12371208,2023-08-16 03:30:00,QUALIFIED,,82.7,90.2,False
B0834,T145,V008,11541046,2023-07-26 22:30:00,QUALIFIED,,83.0,80.7,True
B0835,T145,V037,14025790,2023-08-02 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,53.4,0.0,False
B0836,T145,V044,12159634,2023-08-07 02:30:00,QUALIFIED,,76.4,77.6,False
B0837,T146,V002,87400702,2023-08-07 22:30:00,QUALIFIED,,92.0,86.7,False
B0838,T146,V021,88612836,2023-08-04 22:30:00,QUALIFIED,,79.2,85.9,False
B0839,T146,V025,103315646,2023-08-12 00:30:00,QUALIFIED,,76.0,94.9,False
B0840,T146,V037,92899064,2023-08-07 02:30:00,QUALIFIED,,87.1,84.8,False
B0841,T146,V048,90556345,2023-07-26 20:30:00,QUALIFIED,,82.3,71.9,False
B0842,T146,V049,100577700,2023-07-28 23:30:00,QUALIFIED,,86.3,75.0,False
B0843,T146,V047,92904046,2023-07-25 20:30:00,QUALIFIED,,86.5,92.0,False
B0844,T146,V007,85599557,2023-07-29 01:30:00,QUALIFIED,,87.1,75.3,True
B0845,T147,V013,178595474,2023-07-27 02:30:00,QUALIFIED,,92.8,76.7,False
B0846,T147,V024,174289282,2023-08-17 23:30:00,QUALIFIED,,80.0,76.0,False
B0847,T147,V030,169498472,2023-08-23 00:30:00,QUALIFIED,,81.5,82.1,False
B0848,T147,V010,198901648,2023-08-10 03:30:00,QUALIFIED,,80.7,70.7,False
B0849,T147,V016,191855236,2023-08-15 01:30:00,QUALIFIED,,75.9,88.1,False
B0850,T147,V047,191595356,2023-08-22 02:30:00,QUALIFIED,,81.3,71.6,False
B0851,T147,V044,168871957,2023-08-12 02:30:00,QUALIFIED,,83.3,91.0,True
B0852,T147,V020,193710312,2023-08-16 02:30:00,QUALIFIED,,85.5,73.0,False
B0853,T148,V048,27249690,2023-08-10 20:30:00,QUALIFIED,,93.1,71.4,False
B0854,T148,V050,25859395,2023-07-28 02:30:00,QUALIFIED,,81.6,80.6,True
B0855,T148,V016,29848333,2023-08-11 01:30:00,QUALIFIED,,90.0,90.5,False
B0856,T148,V028,26179276,2023-07-31 03:30:00,QUALIFIED,,88.9,93.5,False
B0857,T148,V014,29892384,2023-07-29 00:30:00,QUALIFIED,,83.1,86.0,False
B0858,T148,V010,29947472,2023-07-29 02:30:00,QUALIFIED,,80.0,81.1,False
B0859,T148,V007,26106035,2023-08-06 23:30:00,QUALIFIED,,94.7,88.9,False
B0860,T149,V031,168145960,2023-08-14 02:30:00,QUALIFIED,,87.6,90.3,False
B0861,T149,V048,188122855,2023-08-08 03:30:00,QUALIFIED,,88.5,74.6,False
B0862,T149,V027,177938615,2023-08-02 01:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.8,0.0,False
B0863,T149,V022,173169370,2023-08-04 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,53.5,0.0,False
B0864,T149,V046,187284897,2023-07-29 01:30:00,QUALIFIED,,89.4,89.8,False
B0865,T149,V028,173648572,2023-08-07 01:30:00,QUALIFIED,,89.4,90.7,False
B0866,T149,V007,165013965,2023-08-16 02:30:00,QUALIFIED,,83.7,74.5,True
B0867,T150,V017,9915182,2023-08-19 01:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.2,0.0,False
B0868,T150,V045,10917235,2023-08-28 03:30:00,QUALIFIED,,84.1,93.0,False
B0869,T150,V011,9963134,2023-08-04 02:30:00,QUALIFIED,,79.3,93.7,False
B0870,T150,V004,10658513,2023-08-17 23:30:00,QUALIFIED,,83.0,80.8,False
B0871,T150,V026,8762492,2023-08-21 23:30:00,QUALIFIED,,90.3,74.7,True
B0872,T151,V001,79484364,2023-08-01 21:30:00,QUALIFIED,,90.5,76.4,False
B0873,T151,V031,70755555,2023-08-23 03:30:00,QUALIFIED,,79.9,92.7,False
B0874,T151,V009,84056825,2023-08-03 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,57.1,0.0,False
B0875,T151,V021,67909203,2023-08-11 22:30:00,QUALIFIED,,77.8,92.3,True
B0876,T152,V010,157405967,2023-08-19 22:30:00,QUALIFIED,,80.9,91.9,False
B0877,T152,V017,147405671,2023-08-03 23:30:00,QUALIFIED,,84.2,74.1,False
B0878,T152,V008,150844284,2023-08-13 01:30:00,QUALIFIED,,94.4,85.9,False
